OBJECTID,SQUARE,SUFFIX,RES,PAR,LOT,CONDO_REGIME,SSL,DESCRIPTION,CAPTUREYEAR,CAPTUREACTION,AREA_NEW,CENTROIDX,CENTROIDY,MINLAT,MAXLAT,MINLONG,MAXLONG,NSSL,UBID,NUBID,LINK_TYPE,LINK_TYPE_DESCRIPTION,GIS_ID,SE_ANNO_CAD_DATA,CREATOR,CREATED,EDITOR,EDITED,WARD,GLOBALID,SHAPE_Length,SHAPE_Area
488137,5672, , , ,0099, ,5672    0099,Building,2015/04/24 00:00:00+00,E,5225.48085921,-76.9499483,38.86187638,38.8617439,38.86201314,-76.95017631,-76.94971695,1,87C5V362+Q23-5-8-6-7,1,1,One Building One Lot,UBIDPly_48277,,,,,,7,{36949EE6-C2E4-4704-E063-792F520AC09B},180.040991669171,801.838747879399
488138,5804, , , ,0981, ,5804    0981,Building,2015/04/24 00:00:00+00,E,1352.17413577,-76.98713448,38.86246365,38.86224461,38.86266702,-76.98735246,-76.98695716,2,87C5V267+X4Q-8-6-9-7,1,3,One Building Many Lots,UBIDPly_31433,,,,,,8,{36949EE6-C2E5-4704-E063-792F520AC09B},50.4304314020383,30.5282439482279
488139,5862, , , ,0135, ,5862    0135,Building,2015/04/24 00:00:00+00,E,536.72142553,-76.9976358,38.86180969,38.86172369,38.8618939,-76.99772748,-76.99753103,2,87C5V262+PWH-3-4-4-3,1,3,One Building Many Lots,UBIDPly_23243,,,,,,8,{36949EE6-C2E6-4704-E063-792F520AC09B},37.0722753073696,82.3592576135392
488140,5862, , , ,0135, ,5862    0135,Building,2015/04/24 00:00:00+00,E,2163.89091089,-76.9976358,38.86180969,38.86172369,38.8618939,-76.99772748,-76.99753103,2,87C5V262+PWH-3-4-4-3,1,3,One Building Many Lots,UBIDPly_23242,,,,,,8,{36949EE6-C2E7-4704-E063-792F520AC09B},88.1693232301752,332.03485648178
488141,5864, , , ,0808, ,5864    0808,Building,2017/03/09 00:00:00+00,E,1269.61653278,-77.00181157,38.861311,38.86122525,38.8613897,-77.00191548,-77.00171061,1,87C4VX6X+G7G-3-3-3-4,1,1,One Building One Lot,UBIDPly_26264,,,,,,8,{36949EE6-C2E8-4704-E063-792F520AC09B},69.2140464900528,194.811050644415
488142,5680, , , ,0016, ,5680    0016,Building,2015/04/24 00:00:00+00,E,1067.50925693,-76.95658567,38.86125727,38.86123887,38.86128294,-76.9566562,-76.95651748,1,87C5V26V+G93-1-2-1-2,1,1,One Building One Lot,UBIDPly_60188,,,,,,7,{36949EE6-C2E9-4704-E063-792F520AC09B},43.4408540833424,63.7308059052112
488143,5680, , , ,0017, ,5680    0017,Building,2015/04/24 00:00:00+00,E,1067.50925693,-76.95658259,38.86121455,38.86118845,38.86123893,-76.95665623,-76.95651754,1,87C5V26V+F9M-1-2-1-2,1,1,One Building One Lot,UBIDPly_56966,,,,,,7,{36949EE6-C2EA-4704-E063-792F520AC09B},45.2628584413299,100.077953178704
488144,5865, , , ,0267, ,5865    0267,Building,2015/04/24 00:00:00+00,E,3338.59845274,-76.99894783,38.860547,38.8604077,38.86069006,-76.99910869,-76.99879112,1,87C5V262+6C7-6-5-5-5,1,1,One Building One Lot,UBIDPly_38460,,,,,,8,{36949EE6-C2EB-4704-E063-792F520AC09B},118.649179979709,512.28190596935
488145,5862, , , ,0136, ,5862    0136,Building,2019/04/23 00:00:00+00,A,413.69770479,-76.99671577,38.86065193,38.86039229,38.86091721,-76.99699584,-76.99641974,2,87C5V263+787-10-9-11-9,1,3,One Building Many Lots,UBIDPly_40322,,,,,,8,{36949EE6-C2EC-4704-E063-792F520AC09B},32.2774171255957,63.4816512793734
488146,5862, , , ,0136, ,5862    0136,Building,2015/04/24 00:00:00+00,E,52622.6825952,-76.99671577,38.86065193,38.86039229,38.86091721,-76.99699584,-76.99641974,2,87C5V263+787-10-9-11-9,1,3,One Building Many Lots,UBIDPly_40321,,,,,,8,{36949EE6-C2ED-4704-E063-792F520AC09B},224.606452276431,2412.70456679566
488147,5865, , , ,0271, ,5865    0271,Building,2015/04/24 00:00:00+00,E,3312.61366751,-76.99996403,38.86092986,38.8607883,38.86107035,-77.00012522,-76.99980814,1,87C5V262+92F-5-5-6-6,1,1,One Building One Lot,UBIDPly_37406,,,,,,8,{36949EE6-C2EE-4704-E063-792F520AC09B},112.875794972985,508.29811895399
488148,PAR,0220, ,0220,0045, ,PAR 02200045,Building,2015/04/24 00:00:00+00,E,238.65014591,-76.97830537,38.85765463,38.857481,38.85782856,-76.97837956,-76.97823103,6,87C5V25C+3M8-7-2-7-3,1,3,One Building Many Lots,UBIDPly_12437,,,,,,8,{36949EE6-C2EF-4704-E063-792F520AC09B},24.2076217348448,36.6198391371812
488149,PAR,0220, ,0220,0045, ,PAR 02200045,Building,2017/03/09 00:00:00+00,E,428.45820404,-76.97830537,38.85765463,38.857481,38.85782856,-76.97837956,-76.97823103,6,87C5V25C+3M8-7-2-7-3,1,3,One Building Many Lots,UBIDPly_12436,,,,,,8,{36949EE6-C2F0-4704-E063-792F520AC09B},22.9289869347229,24.4619660451995
488150,5872, , , ,1003, ,5872    1003,Building,2015/04/24 00:00:00+00,E,739.51971357,-76.9916901,38.85762994,38.85760736,38.85765252,-76.99176094,-76.99161926,7,87C5V255+383-1-3-1-2,2,4,Many Buildings Many Lots,UBIDPly_44907,,,,,,8,{36949EE6-C2F1-4704-E063-792F520AC09B},47.3424668244807,113.452258178204
488151,5749, , , ,0001, ,5749    0001,Building,2015/04/24 00:00:00+00,E,12284.8506827,-76.97877126,38.85753948,38.8574336,38.85772929,-76.97890902,-76.97854029,2,87C5V25C+2F9-8-7-4-5,1,3,One Building Many Lots,UBIDPly_16258,,,,,,8,{36949EE6-C2F2-4704-E063-792F520AC09B},144.391413104678,971.395844999948
488152,5745, , , ,0072, ,5745    0072,Building,2015/04/24 00:00:00+00,E,2845.86053553,-76.97441105,38.85759715,38.85748627,38.85770876,-76.9745463,-76.97427696,3,87C5V25G+26P-5-5-4-4,1,3,One Building Many Lots,UBIDPly_29173,,,,,,8,{36949EE6-C2F3-4704-E063-792F520AC09B},90.8071476183962,436.62260316327
488153,5818, , , ,0801, ,5818    0801,Building,2015/04/24 00:00:00+00,E,5198.29774323,-76.9791328,38.85763119,38.8575609,38.85769987,-76.9792864,-76.97896604,3,87C5V25C+385-2-6-3-5,1,3,One Building Many Lots,UBIDPly_26059,,,,,,8,{36949EE6-C2F4-4704-E063-792F520AC09B},107.013956303512,640.879499385875
488154,5749, , , ,0001, ,5749    0001,Building,2015/04/24 00:00:00+00,E,5198.29774323,-76.97877126,38.85753948,38.8574336,38.85772929,-76.97890902,-76.97854029,2,87C5V25C+2F9-8-7-4-5,1,3,One Building Many Lots,UBIDPly_16259,,,,,,8,{36949EE6-C2F5-4704-E063-792F520AC09B},54.0317316776667,154.080532882873
488155,5872, , , ,1003, ,5872    1003,Building,2015/04/24 00:00:00+00,E,667.72962265,-76.9916901,38.85762994,38.85760736,38.85765252,-76.99176094,-76.99161926,7,87C5V255+383-1-3-1-2,2,4,Many Buildings Many Lots,UBIDPly_44903,,,,,,8,{36949EE6-C2F6-4704-E063-792F520AC09B},44.4574365450605,102.448625398288
488156,5872, , , ,0998, ,5872    0998,Building,2015/04/24 00:00:00+00,E,546.17798823,-76.99295491,38.85743224,38.85737401,38.85749046,-76.99299128,-76.99291853,6,87C5V244+XRF-2-1-3-1,2,4,Many Buildings Many Lots,UBIDPly_45003,,,,,,8,{36949EE6-C2F7-4704-E063-792F520AC09B},42.2652290696485,83.8068855768472
488157,5872, , , ,0998, ,5872    0998,Building,2015/04/24 00:00:00+00,E,653.61516975,-76.99295491,38.85743224,38.85737401,38.85749046,-76.99299128,-76.99291853,6,87C5V244+XRF-2-1-3-1,2,4,Many Buildings Many Lots,UBIDPly_45001,,,,,,8,{36949EE6-C2F8-4704-E063-792F520AC09B},44.6646922139713,100.276154782121
488158,PAR,0220, ,0220,0045, ,PAR 02200045,Building,2017/03/09 00:00:00+00,E,999.38794722,-76.97830537,38.85765463,38.857481,38.85782856,-76.97837956,-76.97823103,6,87C5V25C+3M8-7-2-7-3,1,3,One Building Many Lots,UBIDPly_12435,,,,,,8,{36949EE6-C2F9-4704-E063-792F520AC09B},57.2841317111562,153.336092557155
488159,5872, , , ,1003, ,5872    1003,Building,2015/04/24 00:00:00+00,E,665.31601407,-76.9916901,38.85762994,38.85760736,38.85765252,-76.99176094,-76.99161926,7,87C5V255+383-1-3-1-2,2,4,Many Buildings Many Lots,UBIDPly_44909,,,,,,8,{36949EE6-C2FA-4704-E063-792F520AC09B},44.4099510652508,102.075209682584
488160,5872, , , ,1003, ,5872    1003,Building,2015/04/24 00:00:00+00,E,643.68629624,-76.9916901,38.85762994,38.85760736,38.85765252,-76.99176094,-76.99161926,7,87C5V255+383-1-3-1-2,2,4,Many Buildings Many Lots,UBIDPly_44897,,,,,,8,{36949EE6-C2FB-4704-E063-792F520AC09B},43.9886794063568,98.7702423282614
488161,5743, , , ,0154, ,5743    0154,Building,2015/04/24 00:00:00+00,E,9566.45576151,-76.97312806,38.85737029,38.85711017,38.85763549,-76.97348251,-76.97283689,1,87C5V24G+WPX-11-10-10-11,1,1,One Building One Lot,UBIDPly_15259,,,,,,8,{36949EE6-C2FC-4704-E063-792F520AC09B},264.795479157828,1467.74610748918
488162,PAR,0234, ,0234,0041, ,PAR 02340041,Building,2015/04/24 00:00:00+00,E,2309.9698985,-77.00202637,38.85164783,38.85131406,38.85214002,-77.00344774,-77.00083309,104,87C4VX2X+M55-20-38-13-46,1,3,One Building Many Lots,UBIDPly_183905,,,,,,8,{36949EE6-C2FD-4704-E063-792F520AC09B},76.54457261932,354.418572065957
488163,5872, , , ,1003, ,5872    1003,Building,2015/04/24 00:00:00+00,E,660.91134607,-76.9916901,38.85762994,38.85760736,38.85765252,-76.99176094,-76.99161926,7,87C5V255+383-1-3-1-2,2,4,Many Buildings Many Lots,UBIDPly_44899,,,,,,8,{36949EE6-C2FE-4704-E063-792F520AC09B},44.3235153726905,101.396967903274
488164,5743, , , ,0149, ,5743    0149,Building,2015/04/24 00:00:00+00,E,9566.66370425,-76.97408842,38.85647322,38.8562131,38.85673846,-76.97444286,-76.97379725,1,87C5V24G+H9M-11-9-10-12,1,1,One Building One Lot,UBIDPly_27535,,,,,,8,{36949EE6-C2FF-4704-E063-792F520AC09B},264.796999974083,1467.7571029652
488165,5872, , , ,0997, ,5872    0997,Building,2015/04/24 00:00:00+00,E,566.46213885,-76.99309934,38.85720006,38.85714539,38.85725478,-76.99313193,-76.99306675,5,87C5V244+VQJ-2-1-3-1,2,4,Many Buildings Many Lots,UBIDPly_44987,,,,,,8,{36949EE6-C300-4704-E063-792F520AC09B},41.0132117493141,81.819418906711
488166,5872, , , ,0997, ,5872    0997,Building,2015/04/24 00:00:00+00,E,1288.39332287,-76.99309934,38.85720006,38.85714539,38.85725478,-76.99313193,-76.99306675,5,87C5V244+VQJ-2-1-3-1,2,4,Many Buildings Many Lots,UBIDPly_44993,,,,,,8,{36949EE6-C301-4704-E063-792F520AC09B},55.770047382429,191.782710774061
488167,PAR,0234, ,0234,0041, ,PAR 02340041,Building,2015/04/24 00:00:00+00,E,122.41113192,-77.00202637,38.85164783,38.85131406,38.85214002,-77.00344774,-77.00083309,104,87C4VX2X+M55-20-38-13-46,1,3,One Building Many Lots,UBIDPly_183903,,,,,,8,{36949EE6-C302-4704-E063-792F520AC09B},17.9736091155239,18.7814531970812
488168,5872, , , ,0997, ,5872    0997,Building,2015/04/24 00:00:00+00,E,655.12718911,-76.99309934,38.85720006,38.85714539,38.85725478,-76.99313193,-76.99306675,5,87C5V244+VQJ-2-1-3-1,2,4,Many Buildings Many Lots,UBIDPly_44995,,,,,,8,{36949EE6-C303-4704-E063-792F520AC09B},43.6009366844137,97.3574385649082
488169,5872, , , ,0998, ,5872    0998,Building,2015/04/24 00:00:00+00,E,653.15902893,-76.99295491,38.85743224,38.85737401,38.85749046,-76.99299128,-76.99291853,6,87C5V244+XRF-2-1-3-1,2,4,Many Buildings Many Lots,UBIDPly_44997,,,,,,8,{36949EE6-C304-4704-E063-792F520AC09B},44.5457067098049,100.214852741797
488170,5872, , , ,0998, ,5872    0998,Building,2015/04/24 00:00:00+00,E,643.89965761,-76.99295491,38.85743224,38.85737401,38.85749046,-76.99299128,-76.99291853,6,87C5V244+XRF-2-1-3-1,2,4,Many Buildings Many Lots,UBIDPly_44999,,,,,,8,{36949EE6-C305-4704-E063-792F520AC09B},44.3676238916306,98.7887513467108
488171,5872, , , ,0998, ,5872    0998,Building,2019/04/23 00:00:00+00,U,822.33299946,-76.99295491,38.85743224,38.85737401,38.85749046,-76.99299128,-76.99291853,6,87C5V244+XRF-2-1-3-1,2,4,Many Buildings Many Lots,UBIDPly_45007,,,,,,8,{36949EE6-C306-4704-E063-792F520AC09B},47.4572829034918,118.669458400635
488172,PAR,0234, ,0234,0041, ,PAR 02340041,Building,2015/04/24 00:00:00+00,E,122.8107377,-77.00202637,38.85164783,38.85131406,38.85214002,-77.00344774,-77.00083309,104,87C4VX2X+M55-20-38-13-46,1,3,One Building Many Lots,UBIDPly_183904,,,,,,8,{36949EE6-C307-4704-E063-792F520AC09B},18.0530593512957,18.8461131997089
488173,5743, , , ,0155, ,5743    0155,Building,2015/04/24 00:00:00+00,E,9621.62910524,-76.97275929,38.85695922,38.85682735,38.85735329,-76.97304983,-76.97240295,1,87C5V24G+QVQ-16-12-5-9,1,1,One Building One Lot,UBIDPly_39102,,,,,,8,{36949EE6-C308-4704-E063-792F520AC09B},265.207485002427,1476.2233462584
488174,5872, , , ,0950, ,5872    0950,Building,2015/04/24 00:00:00+00,E,23349.7549426,-76.98793895,38.85649177,38.85640921,38.85656554,-76.98805381,-76.98781381,8,87C5V246+HRV-3-4-3-3,1,3,One Building Many Lots,UBIDPly_43461,,,,,,8,{36949EE6-C309-4704-E063-792F520AC09B},393.462584542159,3582.44718539019
488175,5872, , , ,0995, ,5872    0995,Building,2015/04/24 00:00:00+00,E,804.08203903,-76.99307537,38.85665038,38.85659183,38.85670898,-76.99313971,-76.99301103,5,87C5V244+MQ7-2-2-3-2,2,4,Many Buildings Many Lots,UBIDPly_44917,,,,,,8,{36949EE6-C30A-4704-E063-792F520AC09B},46.7283535431827,115.156552671863
488176,5872, , , ,0995, ,5872    0995,Building,2015/04/24 00:00:00+00,E,654.2374184,-76.99307537,38.85665038,38.85659183,38.85670898,-76.99313971,-76.99301103,5,87C5V244+MQ7-2-2-3-2,2,4,Many Buildings Many Lots,UBIDPly_44913,,,,,,8,{36949EE6-C30B-4704-E063-792F520AC09B},43.0675526036882,95.6129033807237
488177,5872, , , ,0995, ,5872    0995,Building,2015/04/24 00:00:00+00,E,1302.81902305,-76.99307537,38.85665038,38.85659183,38.85670898,-76.99313971,-76.99301103,5,87C5V244+MQ7-2-2-3-2,2,4,Many Buildings Many Lots,UBIDPly_44911,,,,,,8,{36949EE6-C30C-4704-E063-792F520AC09B},55.4582217330737,190.269093637498
488178,5872, , , ,0995, ,5872    0995,Building,2015/04/24 00:00:00+00,E,2339.60244756,-76.99307537,38.85665038,38.85659183,38.85670898,-76.99313971,-76.99301103,5,87C5V244+MQ7-2-2-3-2,2,4,Many Buildings Many Lots,UBIDPly_44915,,,,,,8,{36949EE6-C30D-4704-E063-792F520AC09B},81.2374313812129,339.591283085832
488179,5872, , , ,0995, ,5872    0995,Building,2015/04/24 00:00:00+00,E,566.42033433,-76.99307537,38.85665038,38.85659183,38.85670898,-76.99313971,-76.99301103,5,87C5V244+MQ7-2-2-3-2,2,4,Many Buildings Many Lots,UBIDPly_44919,,,,,,8,{36949EE6-C30E-4704-E063-792F520AC09B},40.3577070105841,80.0285795115978
488180,5872, , , ,0994, ,5872    0994,Building,2015/04/24 00:00:00+00,E,815.35353896,-76.99288123,38.85636533,38.85630628,38.85642401,-76.99292451,-76.99283842,6,87C5V244+GRX-2-2-2-1,2,4,Many Buildings Many Lots,UBIDPly_44921,,,,,,8,{36949EE6-C30F-4704-E063-792F520AC09B},48.3843691972277,121.934926691595
488181,5872, , , ,0994, ,5872    0994,Building,2015/04/24 00:00:00+00,E,648.53100156,-76.99288123,38.85636533,38.85630628,38.85642401,-76.99292451,-76.99283842,6,87C5V244+GRX-2-2-2-1,2,4,Many Buildings Many Lots,UBIDPly_44925,,,,,,8,{36949EE6-C310-4704-E063-792F520AC09B},44.4799105264682,99.4998107077257
488182,5872, , , ,0994, ,5872    0994,Building,2015/04/24 00:00:00+00,E,653.30384359,-76.99288123,38.85636533,38.85630628,38.85642401,-76.99292451,-76.99283842,6,87C5V244+GRX-2-2-2-1,2,4,Many Buildings Many Lots,UBIDPly_44931,,,,,,8,{36949EE6-C311-4704-E063-792F520AC09B},44.5721806324516,100.238809235846
488183,5829, , , ,0801, ,5829    0801,Building,2015/04/24 00:00:00+00,E,8445.31119974,-76.98296132,38.8564493,38.85634049,38.85654965,-76.98311672,-76.98280123,3,87C5V248+HRF-4-5-4-5,1,3,One Building Many Lots,UBIDPly_25341,,,,,,8,{36949EE6-C312-4704-E063-792F520AC09B},176.838950294632,1295.7020840803
488184,5872, , , ,0950, ,5872    0950,Building,2015/04/24 00:00:00+00,E,2192.81069653,-76.98793895,38.85649177,38.85640921,38.85656554,-76.98805381,-76.98781381,8,87C5V246+HRV-3-4-3-3,1,3,One Building Many Lots,UBIDPly_43454,,,,,,8,{36949EE6-C313-4704-E063-792F520AC09B},81.0395782560366,336.423472582723
488185,5743, , , ,0145, ,5743    0145,Building,2015/04/24 00:00:00+00,E,410.09781629,-76.97247408,38.85650351,38.85645318,38.85655592,-76.97254605,-76.97240178,2,87C5V24H+J22-2-3-2-2,1,3,One Building Many Lots,UBIDPly_19296,,,,,,8,{36949EE6-C314-4704-E063-792F520AC09B},46.0705133508847,62.9131528307449
488186,5829, , , ,0801, ,5829    0801,Building,2015/04/24 00:00:00+00,E,6319.96605916,-76.98296132,38.8564493,38.85634049,38.85654965,-76.98311672,-76.98280123,3,87C5V248+HRF-4-5-4-5,1,3,One Building Many Lots,UBIDPly_25339,,,,,,8,{36949EE6-C315-4704-E063-792F520AC09B},129.858791754024,969.652476409619
488187,5743, , , ,0146, ,5743    0146,Building,2015/04/24 00:00:00+00,E,9567.04081408,-76.97284471,38.8562326,38.8559727,38.85649807,-76.97319909,-76.97255378,1,87C5V24G+FVR-10-10-11-11,1,1,One Building One Lot,UBIDPly_22062,,,,,,8,{36949EE6-C316-4704-E063-792F520AC09B},264.752303666956,1467.45389233826
488188,5872, , , ,0994, ,5872    0994,Building,2015/04/24 00:00:00+00,E,2336.82300833,-76.99288123,38.85636533,38.85630628,38.85642401,-76.99292451,-76.99283842,6,87C5V244+GRX-2-2-2-1,2,4,Many Buildings Many Lots,UBIDPly_44929,,,,,,8,{36949EE6-C317-4704-E063-792F520AC09B},84.5965548690027,358.516090282597
488189,5872, , , ,0950, ,5872    0950,Building,2015/04/24 00:00:00+00,E,7734.71031646,-76.98793895,38.85649177,38.85640921,38.85656554,-76.98805381,-76.98781381,8,87C5V246+HRV-3-4-3-3,1,3,One Building Many Lots,UBIDPly_43455,,,,,,8,{36949EE6-C318-4704-E063-792F520AC09B},231.164622450334,1186.59514102299
488190,5872, , , ,0950, ,5872    0950,Building,2015/04/24 00:00:00+00,E,2194.44343205,-76.98793895,38.85649177,38.85640921,38.85656554,-76.98805381,-76.98781381,8,87C5V246+HRV-3-4-3-3,1,3,One Building Many Lots,UBIDPly_43458,,,,,,8,{36949EE6-C319-4704-E063-792F520AC09B},102.408421588833,336.698398964441
488191,5872, , , ,0994, ,5872    0994,Building,2015/04/24 00:00:00+00,E,643.25877364,-76.99288123,38.85636533,38.85630628,38.85642401,-76.99292451,-76.99283842,6,87C5V244+GRX-2-2-2-1,2,4,Many Buildings Many Lots,UBIDPly_44927,,,,,,8,{36949EE6-C31A-4704-E063-792F520AC09B},44.3795157486876,98.6917045971733
488192,5872, , , ,0994, ,5872    0994,Building,2015/04/24 00:00:00+00,E,566.43856086,-76.99288123,38.85636533,38.85630628,38.85642401,-76.99292451,-76.99283842,6,87C5V244+GRX-2-2-2-1,2,4,Many Buildings Many Lots,UBIDPly_44923,,,,,,8,{36949EE6-C31B-4704-E063-792F520AC09B},42.8928938630022,86.8979137039421
488193,5729, , , ,0049,1281,5729    0049,Building,2015/04/24 00:00:00+00,E,1634.46195641,-76.96765921,38.85630464,38.8562322,38.85637707,-76.96776111,-76.96755731,1,87C5V24J+GWG-3-4-3-3,1,1,One Building One Lot,UBIDPly_22230,,,,,,8,{36949EE6-C31C-4704-E063-792F520AC09B},64.1239640199276,250.746392937599
488194,5872, , , ,0950, ,5872    0950,Building,2015/04/24 00:00:00+00,E,26163.4785517,-76.98793895,38.85649177,38.85640921,38.85656554,-76.98805381,-76.98781381,8,87C5V246+HRV-3-4-3-3,1,3,One Building Many Lots,UBIDPly_43457,,,,,,8,{36949EE6-C31D-4704-E063-792F520AC09B},311.845286571999,4014.04543596044
488195,5872, , , ,0996, ,5872    0996,Building,2015/04/24 00:00:00+00,E,780.70615618,-76.99292253,38.85688102,38.85682239,38.85693978,-76.99296346,-76.99288359,6,87C5V244+QR4-2-1-3-1,2,4,Many Buildings Many Lots,UBIDPly_45031,,,,,,8,{36949EE6-C31E-4704-E063-792F520AC09B},46.9305886840958,114.930216106819
488196,5743, , , ,0145, ,5743    0145,Building,2015/04/24 00:00:00+00,E,9599.42848181,-76.97247408,38.85650351,38.85645318,38.85655592,-76.97254605,-76.97240178,2,87C5V24H+J22-2-3-2-2,1,3,One Building Many Lots,UBIDPly_19297,,,,,,8,{36949EE6-C31F-4704-E063-792F520AC09B},265.181735430564,1472.77032963598
488197,5743, , , ,0150, ,5743    0150,Building,2015/04/24 00:00:00+00,E,9757.51126487,-76.97471366,38.85647408,38.85634209,38.85686854,-76.97500524,-76.97435948,1,87C5V24G+H4M-16-11-5-10,1,1,One Building One Lot,UBIDPly_27940,,,,,,8,{36949EE6-C320-4704-E063-792F520AC09B},265.499054219558,1482.73722603503
488198,PAR,0234, ,0234,0041, ,PAR 02340041,Building,2015/04/24 00:00:00+00,E,523.23078006,-77.00202637,38.85164783,38.85131406,38.85214002,-77.00344774,-77.00083309,104,87C4VX2X+M55-20-38-13-46,1,3,One Building Many Lots,UBIDPly_183901,,,,,,8,{36949EE6-C321-4704-E063-792F520AC09B},35.8451275814574,80.2809006310282
488199,5872, , , ,0993, ,5872    0993,Building,2015/04/24 00:00:00+00,E,2339.57453499,-76.99286724,38.85612373,38.85606427,38.85618292,-76.99293572,-76.99279865,4,87C5V244+CVR-3-2-2-2,2,4,Many Buildings Many Lots,UBIDPly_44983,,,,,,8,{36949EE6-C322-4704-E063-792F520AC09B},81.6581131895492,341.276305621732
488200,5872, , , ,0993, ,5872    0993,Building,2015/04/24 00:00:00+00,E,566.46114929,-76.99286724,38.85612373,38.85606427,38.85618292,-76.99293572,-76.99279865,4,87C5V244+CVR-3-2-2-2,2,4,Many Buildings Many Lots,UBIDPly_44981,,,,,,8,{36949EE6-C323-4704-E063-792F520AC09B},40.6510306206399,80.8235161681805
488201,PAR,0234, ,0234,0041, ,PAR 02340041,Building,2017/03/09 00:00:00+00,E,313.74056421,-77.00202637,38.85164783,38.85131406,38.85214002,-77.00344774,-77.00083309,104,87C4VX2X+M55-20-38-13-46,1,3,One Building Many Lots,UBIDPly_183926,,,,,,8,{36949EE6-C324-4704-E063-792F520AC09B},37.2724852248753,48.1328948741823
488202,PAR,0234, ,0234,0041, ,PAR 02340041,Building,2015/04/24 00:00:00+00,E,2757.21793605,-77.00202637,38.85164783,38.85131406,38.85214002,-77.00344774,-77.00083309,104,87C4VX2X+M55-20-38-13-46,1,3,One Building Many Lots,UBIDPly_183919,,,,,,8,{36949EE6-C325-4704-E063-792F520AC09B},89.2369006295491,423.030588625229
488203,PAR,0234, ,0234,0041, ,PAR 02340041,Building,2015/04/24 00:00:00+00,E,3801.69661857,-77.00202637,38.85164783,38.85131406,38.85214002,-77.00344774,-77.00083309,104,87C4VX2X+M55-20-38-13-46,1,3,One Building Many Lots,UBIDPly_183913,,,,,,8,{36949EE6-C326-4704-E063-792F520AC09B},110.26796126568,583.276865006783
488204,5743, , , ,0147, ,5743    0147,Building,2015/04/24 00:00:00+00,E,9566.62792543,-76.97337041,38.85581833,38.85555821,38.85608357,-76.97372485,-76.97307924,1,87C5V24G+8MC-11-9-10-12,1,1,One Building One Lot,UBIDPly_12628,,,,,,8,{36949EE6-C327-4704-E063-792F520AC09B},264.798032816245,1467.72545162061
488205,5872, , , ,0992, ,5872    0992,Building,2015/04/24 00:00:00+00,E,566.44070995,-76.99296332,38.85580817,38.85574964,38.85586671,-76.99300118,-76.99292546,6,87C5V244+8RF-2-1-3-2,2,4,Many Buildings Many Lots,UBIDPly_44963,,,,,,8,{36949EE6-C328-4704-E063-792F520AC09B},42.8924688965211,86.899405055069
488206,PAR,0234, ,0234,0041, ,PAR 02340041,Building,2015/04/24 00:00:00+00,E,1460.56911808,-77.00202637,38.85164783,38.85131406,38.85214002,-77.00344774,-77.00083309,104,87C4VX2X+M55-20-38-13-46,1,3,One Building Many Lots,UBIDPly_183912,,,,,,8,{36949EE6-C329-4704-E063-792F520AC09B},77.6215658579278,224.083425947549
488207,5872, , , ,0950, ,5872    0950,Building,2015/04/24 00:00:00+00,E,1661.28234456,-76.98793895,38.85649177,38.85640921,38.85656554,-76.98805381,-76.98781381,8,87C5V246+HRV-3-4-3-3,1,3,One Building Many Lots,UBIDPly_43456,,,,,,8,{36949EE6-C32A-4704-E063-792F520AC09B},67.1835052934243,254.87872855743
488208,5872, , , ,0950, ,5872    0950,Building,2015/04/24 00:00:00+00,E,821.13804517,-76.98793895,38.85649177,38.85640921,38.85656554,-76.98805381,-76.98781381,8,87C5V246+HRV-3-4-3-3,1,3,One Building Many Lots,UBIDPly_43460,,,,,,8,{36949EE6-C32B-4704-E063-792F520AC09B},47.5305332609804,125.985951343717
488209,PAR,0234, ,0234,0041, ,PAR 02340041,Building,2015/04/24 00:00:00+00,E,931.78055815,-77.00202637,38.85164783,38.85131406,38.85214002,-77.00344774,-77.00083309,104,87C4VX2X+M55-20-38-13-46,1,3,One Building Many Lots,UBIDPly_183909,,,,,,8,{36949EE6-C32C-4704-E063-792F520AC09B},72.2189798568805,142.940317072075
488210,PAR,0234, ,0234,0041, ,PAR 02340041,Building,2015/04/24 00:00:00+00,E,893.93905023,-77.00202637,38.85164783,38.85131406,38.85214002,-77.00344774,-77.00083309,104,87C4VX2X+M55-20-38-13-46,1,3,One Building Many Lots,UBIDPly_183925,,,,,,8,{36949EE6-C32D-4704-E063-792F520AC09B},52.3024746191008,137.152268065217
488211,5872, , , ,0992, ,5872    0992,Building,2015/04/24 00:00:00+00,E,2337.54646873,-76.99296332,38.85580817,38.85574964,38.85586671,-76.99300118,-76.99292546,6,87C5V244+8RF-2-1-3-2,2,4,Many Buildings Many Lots,UBIDPly_44961,,,,,,8,{36949EE6-C32E-4704-E063-792F520AC09B},84.4202408724249,358.630461112733
488212,PAR,0234, ,0234,0041, ,PAR 02340041,Building,2015/04/24 00:00:00+00,E,1383.59225431,-77.00202637,38.85164783,38.85131406,38.85214002,-77.00344774,-77.00083309,104,87C4VX2X+M55-20-38-13-46,1,3,One Building Many Lots,UBIDPly_183927,,,,,,8,{36949EE6-C32F-4704-E063-792F520AC09B},76.8770557417145,212.277890710281
